,user_id,avg_rating
0,1,3.6814814814814816
1,5,2.956043956043956
2,6,3.581818181818182
3,7,3.892018779342723
4,10,4.212765957446808
5,11,3.533333333333333
6,13,3.136729222520107
7,15,3.033333333333333
8,16,4.3478260869565215
9,18,3.9371069182389937
10,21,2.663157894736842
11,22,3.3
12,23,3.6363636363636362
13,26,2.909090909090909
14,38,3.9047619047619047
15,42,3.625
16,43,3.6785714285714284
17,44,3.6375
18,49,2.7289719626168223
19,56,3.652173913043478
20,57,3.6296296296296298
21,58,3.875
22,59,4.023255813953488
23,60,4.1344537815126055
24,62,3.317073170731707
25,64,3.596330275229358
26,70,3.4025974025974026
27,72,3.767123287671233
28,82,3.127906976744186
29,83,3.3974358974358974
30,85,3.547169811320755
31,87,3.7787610619469025
32,90,4.25
33,91,3.9
34,92,3.230392156862745
35,94,3.660633484162896
36,95,3.484076433121019
37,99,3.6507936507936507
38,102,2.5625
39,104,2.7936507936507935
40,109,3.5
41,110,3.0853658536585367
42,116,3.0568181818181817
43,119,3.877551020408163
44,125,3.4444444444444446
45,128,3.5784313725490198
46,130,4.078651685393258
47,141,3.4461538461538463
48,144,3.6666666666666665
49,145,3.3189189189189188
50,151,4.0843373493975905
51,152,4.285714285714286
52,158,3.8383838383838382
53,159,3.4057971014492754
54,160,4.090909090909091
55,174,3.8020833333333335
56,177,3.7301587301587302
57,178,3.718954248366013
58,181,1.518348623853211
59,184,3.7142857142857144
60,188,3.896551724137931
61,189,3.963302752293578
62,193,3.278688524590164
63,194,2.9444444444444446
64,197,3.1923076923076925
65,198,3.2547169811320753
66,200,4.0
67,201,3.144186046511628
68,207,3.218045112781955
69,210,3.9857142857142858
70,213,4.2388059701492535
71,214,3.873015873015873
72,215,3.86
73,216,3.9315068493150687
74,221,3.6144578313253013
75,222,3.032863849765258
76,223,3.1923076923076925
77,224,3.09375
78,230,3.92
79,233,4.352941176470588
80,234,3.1043165467625897
81,236,3.357142857142857
82,239,4.116279069767442
83,244,3.7094017094017095
84,246,2.954954954954955
85,249,4.191011235955056
86,250,3.830769230769231
87,253,3.9464285714285716
88,254,3.152941176470588
89,256,4.069565217391304
90,262,3.207317073170732
91,263,4.05
92,264,4.190476190476191
93,267,3.990566037735849
94,268,2.9329608938547485
95,269,2.8502994011976046
96,270,4.291666666666667
97,271,3.590062111801242
98,276,3.4160839160839163
99,279,3.1735537190082646
100,280,3.6530612244897958
101,286,3.8354430379746836
102,290,3.4177215189873418
103,291,3.69364161849711
104,292,4.142857142857143
105,293,3.097674418604651
106,294,3.5
107,295,4.29
108,296,4.256756756756757
109,297,3.4086021505376345
110,298,4.1923076923076925
111,299,3.5064935064935066
112,301,3.589403973509934
113,303,3.3659420289855073
114,305,3.424
115,307,3.6666666666666665
116,308,3.834862385321101
117,311,3.7567567567567566
118,312,4.484615384615385
119,313,3.6470588235294117
120,314,3.6714285714285713
121,318,3.6875
122,320,3.7341772151898733
123,321,3.8194444444444446
124,324,4.392156862745098
125,325,3.3552631578947367
126,326,3.2212389380530975
127,327,3.28
128,328,3.408284023668639
129,330,4.447058823529412
130,332,4.137931034482759
131,334,3.532110091743119
132,336,3.011764705882353
133,339,4.063291139240507
134,342,3.4765625
135,343,3.9872611464968153
136,344,3.697247706422018
137,345,3.6641791044776117
138,346,3.328358208955224
139,347,3.603305785123967
140,354,3.7171052631578947
141,357,4.0576923076923075
142,360,3.971014492753623
143,361,3.7564102564102564
144,363,3.0861244019138754
145,370,3.6785714285714284
146,373,3.717948717948718
147,374,3.3195876288659796
148,378,3.4053030303030303
149,379,4.014705882352941
150,380,3.163793103448276
151,381,3.797752808988764
152,383,4.423076923076923
153,385,3.3069306930693068
154,387,3.3333333333333335
155,389,3.707920792079208
156,391,3.7578947368421054
157,392,4.074074074074074
158,393,3.33968253968254
159,394,3.808
160,397,3.8375
161,398,3.623076923076923
162,399,2.92
163,401,3.1150442477876106
164,402,3.8333333333333335
165,405,1.8487972508591066
166,406,3.4744525547445257
167,407,3.478723404255319
168,409,3.703225806451613
169,411,3.74
170,416,3.8513189448441247
171,417,3.2343234323432344
172,421,3.8181818181818183
173,422,3.4125
174,423,3.5294117647058822
175,425,2.943820224719101
176,426,3.8160919540229883
177,429,3.370879120879121
178,430,3.5081967213114753
179,432,3.6666666666666665
180,435,3.30835734870317
181,436,3.746031746031746
182,437,3.5714285714285716
183,442,3.1451612903225805
184,445,2.0081967213114753
185,447,3.574803149606299
186,449,3.746268656716418
187,450,3.8582995951417005
188,451,2.7362637362637363
189,452,3.438775510204082
190,453,3.2751677852348995
191,454,2.973333333333333
192,455,3.5
193,456,3.4694835680751175
194,457,4.026022304832714
195,458,3.683333333333333
196,459,3.3846153846153846
197,460,3.417910447761194
198,463,2.8646616541353382
199,464,4.037735849056604
200,465,3.4375
201,466,3.4653465346534653
202,468,3.993006993006993
203,470,3.5789473684210527
204,472,4.228136882129277
205,474,4.08256880733945
206,476,3.3734939759036147
207,478,3.415929203539823
208,479,3.4207920792079207
209,480,3.7333333333333334
210,481,3.982142857142857
211,483,3.0508474576271185
212,484,3.9928057553956835
213,486,3.2222222222222223
214,487,3.645021645021645
215,488,3.357142857142857
216,489,3.7247706422018347
217,490,2.789473684210526
218,492,3.5272727272727273
219,493,3.7555555555555555
220,495,3.9530516431924885
221,496,3.0310077519379846
222,497,3.1792114695340503
223,498,3.2885906040268456
224,499,3.8627450980392157
225,500,3.3422222222222224
226,501,3.767123287671233
227,503,4.01875
228,504,3.6215139442231075
229,505,3.3660714285714284
230,506,3.6735537190082646
231,507,4.724137931034483
232,508,3.8275862068965516
233,514,3.8402061855670104
234,518,3.643835616438356
235,521,3.14
236,523,4.36
237,524,3.4934640522875817
238,525,3.2962962962962963
239,526,3.235294117647059
240,527,3.832116788321168
241,528,3.7169811320754715
242,532,4.12043795620438
243,533,3.3846153846153846
244,534,4.075
245,535,3.9357798165137616
246,536,3.871165644171779
247,537,2.8653061224489798
248,538,3.617283950617284
249,539,3.982142857142857
250,540,3.7142857142857144
251,541,3.6240601503759398
252,542,3.488888888888889
253,543,3.532994923857868
254,545,3.506172839506173
255,546,3.8983050847457625
256,548,3.670967741935484
257,551,3.802395209580838
258,552,3.0952380952380953
259,553,4.17
260,554,3.5701754385964914
261,555,4.019230769230769
262,557,3.7547169811320753
263,559,3.5789473684210527
264,560,3.396039603960396
265,561,3.0252100840336134
266,562,3.5416666666666665
267,566,3.442953020134228
268,567,3.9548387096774196
269,568,3.3703703703703702
270,569,3.4857142857142858
271,573,3.7450980392156863
272,577,3.8031914893617023
273,579,3.472972972972973
274,582,3.274193548387097
275,585,3.7375
276,586,3.325301204819277
277,587,2.9693877551020407
278,588,3.7422222222222223
279,591,3.6547619047619047
280,592,3.813888888888889
281,593,3.608974358974359
282,595,3.1979166666666665
283,600,3.5842696629213484
284,601,3.081081081081081
285,605,3.7555555555555555
286,606,3.9661016949152543
287,608,3.6748466257668713
288,610,3.7333333333333334
289,615,3.8640776699029127
290,617,2.6203703703703702
291,618,3.287037037037037
292,619,3.50561797752809
293,620,3.827272727272727
294,621,3.5497076023391814
295,622,3.3903508771929824
296,624,3.5319148936170213
297,625,3.4339622641509435
298,627,3.292817679558011
299,629,4.082644628099174
300,630,3.324074074074074
301,632,3.6610169491525424
302,633,3.310344827586207
303,634,3.3703703703703702
304,637,2.4903846153846154
305,638,3.537313432835821
306,639,2.9594594594594597
307,640,4.229357798165138
308,642,3.6226415094339623
309,643,3.737864077669903
310,645,3.959016393442623
311,647,3.8275862068965516
312,648,3.259259259259259
313,650,3.1543408360128615
314,653,2.6925795053003534
315,654,3.687074829931973
316,655,2.908029197080292
317,658,3.732394366197183
318,659,3.7905759162303663
319,660,2.5848214285714284
320,661,3.9173553719008263
321,663,3.5316455696202533
322,664,3.746987951807229
323,665,3.4788732394366195
324,666,3.6653061224489796
325,669,3.38
326,671,3.5806451612903225
327,676,3.5844155844155843
328,679,3.661290322580645
329,682,3.137844611528822
330,683,3.2266666666666666
331,684,3.488372093023256
332,686,4.563380281690141
333,690,3.1478260869565218
334,693,3.1363636363636362
335,694,4.1528662420382165
336,697,3.7142857142857144
337,698,2.84251968503937
338,699,3.1476510067114094
339,704,3.7777777777777777
340,705,3.710526315789474
341,707,3.4957627118644066
342,708,3.2
343,709,3.572463768115942
344,710,3.697674418604651
345,711,3.8597285067873304
346,712,3.765432098765432
347,715,3.3832335329341316
348,716,3.8884758364312266
349,717,3.7096774193548385
350,719,3.1044776119402986
351,721,3.5357142857142856
352,724,2.164705882352941
353,727,3.0372670807453415
354,731,3.3855421686746987
355,733,3.02803738317757
356,734,3.609375
357,735,3.3207547169811322
358,738,3.675675675675676
359,741,3.4615384615384617
360,745,3.1
361,746,3.6417910447761193
362,747,4.054607508532423
363,748,3.7222222222222223
364,749,3.622950819672131
365,751,3.5416666666666665
366,752,3.2054794520547945
367,753,3.5964912280701755
368,756,3.1926605504587156
369,757,3.3674698795180724
370,758,3.876750700280112
371,761,2.8484848484848486
372,763,3.7829457364341086
373,764,3.688073394495413
374,766,3.354285714285714
375,768,3.265625
376,770,4.296875
377,771,3.7142857142857144
378,773,3.279503105590062
379,774,2.0580357142857144
380,776,3.466666666666667
381,778,2.953846153846154
382,780,3.8727272727272726
383,782,2.788793103448276
384,786,3.871794871794872
385,787,3.1403508771929824
386,788,3.3413654618473894
387,790,3.017316017316017
388,793,3.5090909090909093
389,795,3.1320754716981134
390,796,3.600558659217877
391,798,3.3263598326359833
392,802,3.493333333333333
393,804,3.6656626506024095
394,805,3.347985347985348
395,806,3.642857142857143
396,807,3.892156862745098
397,815,3.7431693989071038
398,821,4.338709677419355
399,823,4.005405405405406
400,825,3.613793103448276
401,826,3.8260869565217392
402,828,3.1153846153846154
403,829,3.546875
404,830,3.7452830188679247
405,831,3.5205479452054793
406,833,3.056179775280899
407,834,3.925925925925926
408,835,4.147058823529412
409,836,3.86
410,838,4.118279569892473
411,839,3.192982456140351
412,840,4.137055837563452
413,843,2.735294117647059
414,844,3.506172839506173
415,846,3.740740740740741
416,847,3.0342465753424657
417,848,4.286666666666667
418,850,4.529411764705882
419,851,3.45933014354067
420,854,3.2119815668202767
421,860,3.23943661971831
422,862,4.363636363636363
423,863,3.121495327102804
424,864,3.82312925170068
425,865,2.287878787878788
426,867,4.2631578947368425
427,868,2.951923076923077
428,870,3.453531598513011
429,871,3.4956521739130433
430,872,3.380281690140845
431,875,4.191011235955056
432,877,3.8271604938271606
433,878,3.2686567164179103
434,880,3.426630434782609
435,881,3.3204633204633205
436,882,4.0510948905109485
437,883,3.925373134328358
438,885,3.3137254901960786
439,886,3.3625
440,887,3.9239766081871346
441,889,3.4355828220858897
442,890,3.857142857142857
443,892,4.0
444,893,3.4237288135593222
445,894,3.636734693877551
446,896,2.9806629834254146
447,897,3.962162162162162
448,899,3.525925925925926
449,901,3.8548387096774195
450,903,3.8529411764705883
451,907,4.571428571428571
452,908,3.554054054054054
453,910,3.1666666666666665
454,911,3.806122448979592
455,912,3.811320754716981
456,913,3.522727272727273
457,916,3.365930599369085
458,918,3.349514563106796
459,919,3.4700460829493087
460,921,3.272727272727273
461,922,3.37007874015748
462,923,4.148648648648648
463,924,3.7560975609756095
464,927,3.691666666666667
465,930,2.9682539682539684
466,931,3.721311475409836
467,932,3.966804979253112
468,933,2.6467391304347827
469,934,3.7011494252873565
470,936,3.7464788732394365
471,938,3.2685185185185186
472,940,3.457943925233645
473,942,4.265822784810126
474,943,3.4107142857142856
